Question Title,Question,Tags,Question_User_Id,Answer_User_Id
Snake on Python Using the Turtle Module,"<p>I am trying to make snake on my own using the Turtle module. I have come pretty far considering I have little coding experience. I am currently trying to add the body onto the snake after eating a piece of food. I have made it so that when you eat a piece of food, a piece of the body will appear, but I don't know how to make it so the body will follow the head of the snake.</p>
<p>Thank You!</p>
<pre><code>import turtle
import random
turtle.title(&quot;snake?&quot;)
turtle.getscreen()
turtle.setup(500, 520)

#character
player = turtle
player.shape(&quot;square&quot;)
player.bgcolor(&quot;lightgreen&quot;)
player.color(&quot;red&quot;)
player.penup()
player.goto(0, 0)
player.speed(0)
player.dy = -1
player.dx = 0

#definng how to move the player
move = 10
turn = 90
def w():
  player.dx *= 0
  player.dy = 2
def a():
  player.dy *= 0
  player.dx = -2
def s():
  player.dx *= 0
  player.dy = -2
def d():
  player.dy *= 0
  player.dx = 2

def moving():
  turtle.onkey(w, &quot;w&quot;)
  turtle.onkey(a, &quot;a&quot;)
  turtle.onkey(s, &quot;s&quot;)
  turtle.onkey(d, &quot;d&quot;)


#the food
x = 10 * random.randint(0, 20)
y = 10 * random.randint(0, 20)
food = player.clone()
food.shape(&quot;square&quot;)
food.color(&quot;black&quot;)
food.goto(x, y)

score = 1
#the test to see if the player touches the block as well
#as actually moving the player
while True:
  player.sety(player.ycor() + player.dy)
  player.setx(player.xcor() + player.dx)


  if player.xcor() &lt; -235:
    break
  if player.xcor() &gt; 234:
    break

  if player.ycor() &lt; -243:
    break
  if player.ycor() &gt; 245:
    break
  
  if player.distance(food) &lt; 20:
    x = 10 * random.randint(-20, 20)
    y = 10 * random.randint(-20, 20)
    food.goto(x, y)
    score = score + 1
    body = turtle.Turtle()
    body.speed(0)
    body.shape(&quot;square&quot;)
    body.color(&quot;red&quot;)
    body.penup()


  moving()
  turtle.listen()
  turtle.update()
print(&quot;Score: &quot; + str(score))
</code></pre>
","python-3.x,turtle-graphics,python-turtle",65712015,0
how to make crud shiny app with database?,"<p>I'm new in shiny, I confuse how to make shiny app with database. Can someone give me simple example about crud shiny app with database? I was trying with mysql but can't save my input or calling something</p>
","mysql,r,sqlite,dplyr,shiny",65769183,0
TypeError: _client_js__WEBPACK_IMPORTED_MODULE_2___default.a.fetch is not a function. How to solve this problem?,"<p>I was using react hooks face this error blew.</p>
<p>import React, {useState, useEffect} from 'react';
import sanityClient from '../client.js'</p>
<pre><code> export default function Post() {
 const [postData, setPost] = useState(null);
   7 | 
   8 |    useEffect(() =&gt; {
&gt;  9 |        sanityClient.fetch(
     | ^  10 |                  `*[_type == &quot;post&quot;]{
  11 |                  title,
  12 |                  slug,
                    mainImage{
                      asset =&gt; {
                          _id,
                          url
                      },
                      alt
                  }
              }`
        )
        .then((data) =&gt; setPost(data))
        .catch(console.error);
    }, []);
</code></pre>
",reactjs,65547294,0
Compare two dataframes to display column wise differences in another dataframe,"<blockquote>
<pre><code>df1:
POLICY_NUMBER AGMT_ID ADDED_PLCY_OTHR_IND
91631540  pc:35501022 TRUE
31100935  pc:35501033 TRUE
31100933  pc:35501038 TRUE
31100933  pc:35555555 TRUE
31100999  pc:35501000 TRUE
10019351  pc:35601055 FALSE
10019351  pc:35700569 FALSE
10037065  pc:35100181 FALSE


df2:
POLICY_NUMBER AGMT_ID ADDED_PLCY_OTHR_IND
91631540  pc:35501022 FALSE
31100935  pc:35501033 TRUE
31100935  pc:35501111 TRUE
31100933  pc:35501038 TRUE
31100999  pc:35501000 TRUE
10019351  pc:35601055 FALSE
10019351  pc:35700569 FALSE
10037065  pc:35100181 FALSE

expected output:
POLICY_NUMBER       COLUMN                Source     Target
91631540           ADDED_PLCY_OTHR_IND    TRUE       FALSE
331100935           AGMT_ID               pc:35501111 NULL
331100935          ADDED_PLCY_OTHR_IND    TRUE        NULL
NULL               POLICY_NUMBER          NULL        331100933
</code></pre>
</blockquote>
<p>What I have achieved so far:</p>
<pre><code>df_combine1 = source.merge(target.drop_duplicates(),how='right', indicator=True)
df_combine1=df_combine1[df_combine1['_merge']=='right_only']
df_combine1.drop('_merge', axis=1, inplace=True)
print(df_combine1)

df_combine2 = source.merge(target.drop_duplicates(),how='left', indicator=True)
df_combine2=df_combine2[df_combine2['_merge']=='left_only']
df_combine2.drop('_merge', axis=1, inplace=True)
print(df_combine2)
</code></pre>
<p><a href=""https://i.stack.imgur.com/k8zmi.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/k8zmi.png"" alt=""enter image description here"" /></a></p>
<p>Once after finding the source mismatch and target mismatch, I am unable to find a way to display it in column wise differences.</p>
","python-3.x,dataframe",65630697,0
Why is Chrome sending sec-ch-ua and sec-ch-ua-mobile request headers although &quot;Experimental Web Platform features&quot; are disabled,"<p>I have the situation with Chrome, tested with <code>87.0.4280.88</code>, that in some cases Chrome will send <code>sec-ch-ua</code> and <code>sec-ch-ua-mobile</code> request headers, although <code>chrome://flags/#enable-experimental-web-platform-features</code> is set to &quot;disabled&quot;.</p>
<p>For instance:</p>
<pre><code>sec-ch-ua: &quot;Google Chrome&quot;;v=&quot;87&quot;, &quot; Not;A Brand&quot;;v=&quot;99&quot;, &quot;Chromium&quot;;v=&quot;87&quot;
sec-ch-ua-mobile: ?0
</code></pre>
<p>When this happens, the only way to get rid of these headers is to start Chrome with the parameter <code>--disable-features=UserAgentClientHint</code>.</p>
<p>Does someone have an explanation for this? As far as I understand, these features are still experimental and the specification in progress (<a href=""https://wicg.github.io/ua-client-hints/"" rel=""nofollow noreferrer"">https://wicg.github.io/ua-client-hints/</a>).</p>
","google-chrome,browser,http-headers,client-hints",65565396,0
VS code access denied when executing user input file in terminal,"<p>Here is what i tried so far, but after running the program, this shows some error;</p>
<pre><code>#include &lt;stdio.h&gt;
#include &lt;stdlib.h&gt;

int main(){



    int number; 
  
    printf(&quot;Enter the number:&quot;);
    scanf(&quot;%d&quot;,&amp;number)
    printf(&quot;The number is %d&quot;,number);
    return 0;
}
</code></pre>
<p>but when I ran the program it shows me this error</p>
<pre><code>Program 'hello.exe' failed to run: Access is deniedAt line:1 char:59
+ cd &quot;d:\c\&quot; ; if ($?) { gcc hello.c -o hello } ; if ($?) { .\hello }
+                                                           ~~~~~~~.
At line:1 char:59
+ cd &quot;d:\c\&quot; ; if ($?) { gcc hello.c -o hello } ; if ($?) { .\hello }
+                                                           ~~~~~~~
    + CategoryInfo          : ResourceUnavailable: (:) [], ApplicationFailedException
    + FullyQualifiedErrorId : NativeCommandFailed
</code></pre>
","c,visual-studio-code",65856041,0
VS Code debugging: Is it possible to supply process-id &#39;pgrep -x &quot;$myprog&quot;&#39; for use in launch.json (variable &quot;processId&quot;) when attach to process-id?,"<p>I noticed that for node.js there's a debugger &quot;auto attach&quot; feature, which I would like to use if it was possible. However, I don't think I can use &quot;auto attach&quot; to automatically fire up the debugger after I've re-compiled my program. I compile my program using C/C++/Fortran using makefiles (and similar) so after running &quot;make&quot; I get a normal (linux) executable. I then execute that binary and often want to debug it right away, after this. I have the full binary path set to an environment variable &quot;$myprog=/home/user/my-dev/bin/myApp&quot;.</p>
<p>So what I do is to run debug using &quot;Attach to process&quot; and every time I have to find the proper process in the dropdown list, but I do it too many times each day, each hour, it's becoming <em>tedious</em> and would like something smarter, &quot;more automatically&quot;:</p>
<p>Instead of &quot;auto attach&quot; (only for node.js, as I understand it) I would like to modify my launch.json so it extracts the process-id automatically, using e.g. the shell command: 'pgrep -x &quot;$myprog&quot;' and maybe optionally bind it to a keyboard-shortcut... I'm guessing the line &quot;&quot;processId&quot;: &quot;${command:pickProcess}&quot;,&quot; needs to be modified, please see example configuration below:</p>
<pre><code> {
            &quot;name&quot;: &quot;(gdb) Attach (any)&quot;,
            &quot;type&quot;: &quot;cppdbg&quot;,
            &quot;request&quot;: &quot;attach&quot;,
            &quot;program&quot;: &quot;/home/user/my-dev/bin/myApp&quot;,
            &quot;processId&quot;: &quot;${command:pickProcess}&quot;,
            &quot;MIMode&quot;: &quot;gdb&quot;,
            &quot;miDebuggerPath&quot;: &quot;/usr/bin/gdb&quot;
        },
</code></pre>
<p>Is it possible to modify the launch.json file so VS code understands that the variable &quot;processId&quot; should be substituted by the shell output from: 'pgrep -x &quot;$myprog&quot;' (obviously this PID changes, after every compilation and execution of the program to be debugged)? If so, I guess it is also possible to bind it to a keyboard-shortcut... Anyone knows how to achieve this?</p>
","debugging,visual-studio-code,compilation",65723608,0
jest ReferenceError: Cannot access &#39;&#39; before initialization,"<p>I'm getting the error:</p>
<p><code>ReferenceError: Cannot access 'myMock' before initialization</code></p>
<p>Even though i respected jest documentation about the hoisting:
<a href=""https://jestjs.io/docs/en/es6-class-mocks#calling-jestmockdocsenjest-objectjestmockmodulename-factory-options-with-the-module-factory-parameter"" rel=""nofollow noreferrer""><code>A limitation with the factory parameter is that, since calls to jest.mock() are hoisted to the top of the file, it's not possible to first define a variable and then use it in the factory. An exception is made for variables that start with the word 'mock'.</code></a></p>
<p>I'm doing this:</p>
<pre class=""lang-js prettyprint-override""><code>import MyClass from './my_class';
import * as anotherClass from './another_class';

const mockMethod1 = jest.fn();
const mockMethod2 = jest.fn();
jest.mock('./my_class', () =&gt; {
  return {
    default: {
      staticMethod: jest.fn().mockReturnValue(
        {
          method1: mockMethod1,
          method2: mockMethod2,
        })
    }
  }
});
</code></pre>
<p>as you can see both of my variables respect the &quot;standard&quot; but are not hoisted properly.</p>
<p>Am I missing something ?</p>
<p>Obviously it works when I just pass <code>jest.fn()</code> instead of my variables, but i'm not sure how to be able to use these in my test later on.</p>
","javascript,node.js,typescript,unit-testing,jestjs",65554910,65559196
Trying to get around lack of CTE,"<p>I'm having some issues filtering the results from a longer query I have.</p>
<p>Suppose we have three columns, with some sample rows:</p>
<pre><code># column_1, column_2, column_3

'value 1', 'value 2', null
'value 1', 'value 2', '2'
'value 2', 'value 2', null
</code></pre>
<p>I'd like to select all rows but exclude those where column_3 is null and its column_1, column_2 values are associated with at least one non-null column_3 value.</p>
<p>A pain point is that I'm stuck with MySQL 5.7, and these rows are produced by a pretty text-lengthy subquery. If I had CTEs I could do:</p>
<pre><code>WITH 
    cte1 AS (...)
SELECT *
FROM cte1 as a
WHERE
    column_3 IS NOT NULL
    OR NOT EXISTS (
        SELECT 1
        FROM cte1 as b
        WHERE
            b.column_1 = a.column_1
            AND b.column_2 = a.column_2
            AND b.column_3 IS NOT NULL
    )
</code></pre>
<p>Is there some way I can do this without copy pasting the large subquery, given that I don't have access to CTEs?</p>
","mysql,common-table-expression",65894243,65894300
How to make trigger to work on just recent record being inserted?,"<p>So I am writing a trigger that will check the amount entered and will display the information.</p>
<pre><code>Create trigger Trigoninsertpenalties
ON PENALTIES
after insert
AS
BEGIN
 SELECT AMOUNT,
CASE

    WHEN AMOUNT &gt; 30 THEN 'The quantity is greater than 30'
    WHEN AMOUNT = 30 THEN 'The quantity is 30'
    ELSE 'The quantity is under 30'
    END AS PENALTIES
FROM PENALTIES

End
</code></pre>
<p>The issue is when I am inserting a new record, as a result, I am getting all the rows of the &quot;Amount column&quot; being displayed. I just want that trigger to work on the new record which I inserted and display the result for that only. Please help. Inserting new record query!</p>
<pre><code>Insert INTO PENALTIES
VALUES (101,104, '08-03-1998',50)
</code></pre>
","sql-server,tsql,triggers",65970408,65973308
