Question Title,Question,Tags,Question_User_Id,Answer_User_Id
SwiftUI: Prevent Image() from expanding view rect outside of screen bounds,"<h3>What I'm trying to achieve</h3>

<p>I'm trying to create a SwiftUI view where an image should expand the entire screen (<code>edgesIgnoringSafeArea(.all)</code>), and then overlay a view on top of that, that also fills the entire screen, but respects the safe area.</p>

<h3>What I've tried</h3>

<p>This is my code, which comes close:</p>

<pre><code>struct Overlay: View {
  var body: some View {
    VStack {
      HStack {
        EmptyView()
        Spacer()
        Text(""My top/right aligned view."")
          .padding()
          .background(Color.red)
      }
      Spacer()
      HStack {
        Text(""My bottom view"")
          .padding()
          .background(Color.pink)
      }
    }
  }
}

struct Overlay_Previews: PreviewProvider {
  static var previews: some View {
    ZStack {
      Image(uiImage: UIImage(named: ""background"")!)
        .resizable()
        .edgesIgnoringSafeArea(.all)
        .aspectRatio(contentMode: .fill)
      Overlay()
    }
  }
}
</code></pre>

<h3>The issue and tested solutions</h3>

<p>The issue is that the image is not clipped it looks like, so it expands the parent view to a width larger than the screen width, which then makes the top right aligned red text box float off screen (see image).</p>

<p><a href=""https://i.stack.imgur.com/yVlhM.jpg"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/yVlhM.jpg"" alt=""enter image description here""></a></p>

<p>I tried using <code>.clipped()</code> in various places, with no luck. I would preferably avoid using <code>GeometryReader</code> if possible.</p>

<h3>Q: How can I make the image view only fill the screen?</h3>
","swift,swiftui",57593552,57594326
Heroku CI with Postgres postgis extension,"<p>I'm using a <code>postgis</code> extension to my database on Heroku. In production this works just fine; I'm mapping like a boss.</p>

<p>But, I can't get my app to build on HerokuCI because the database addon in the test environment doesn't have GDAL installed (part of the postgis extension):</p>

<pre><code>django.core.exceptions.ImproperlyConfigured: Could not find the GDAL library (tried ""gdal"", ""GDAL"", ""gdal2.3.0"", ""gdal2.2.0"", ""gdal2.1.0"", ""gdal2.0.0"", ""gdal1.11.0""). Is GDAL installed? If it is, try setting GDAL_LIBRARY_PATH in your settings.
-----&gt; test command `python manage.py migrate --noinput &amp;&amp; python manage.py test` failed with exit status 1
</code></pre>

<p>I can't find out how to create extensions in the heroku CI environment. <a href=""https://devcenter.heroku.com/articles/app-json-schema"" rel=""nofollow noreferrer"">Heroku's app json schema</a> say nothing about how to create extensions on the test databases.</p>

<p>I know that I can't use in-dyno database for CI, as <a href=""https://devcenter.heroku.com/articles/heroku-ci-in-dyno-databases#restrictions"" rel=""nofollow noreferrer"">postgis is not an available extension for that</a>, but I'm not using an in-dyno one, I'm using a plan...</p>

<p>Here's my app schema:</p>

<pre><code>{
  ""name"": ""mymegaapp"",
  ""scripts"": {
    ""heroku-prebuild"": ""create extension postgis"",
    ""heroku-postbuild"": ""echo heroku-postbuild script runs here.""
  },
  ""env"": {
  },
  ""formation"": {
  },
  ""addons"": [
  ],
  ""buildpacks"": [
    {
      ""url"": ""heroku/python""
    },
    {
      ""url"": ""heroku/nodejs""
    }
  ],
  ""environments"": {
    ""test"": {
      ""scripts"": {
        ""test"": ""python manage.py migrate --noinput &amp;&amp; python manage.py test""
      },
      ""env"": {
        ""DJANGO_DEBUG"": ""1""
      },
      ""addons"":[
        {
          ""plan"": ""heroku-postgresql"",
          ""options"": {
            ""version"": ""11""
          }
        },
        ""heroku-redis:hobby-dev""
      ]
    }
  }
}
</code></pre>

<p>Note that I've tried to create the postgis extension in the prebuild script, which doesn't make a difference.</p>

<p>I've also tried invoking the creation before the test script:</p>

<pre><code>      ""scripts"": {
        ""test"": ""heroku create extension postgis &amp;&amp; python manage.py migrate --noinput &amp;&amp; python manage.py test""
      },
</code></pre>

<p>which doesn't work because the heroku cli isn't installed in the dyno.</p>

<p><strong>The key questions:</strong></p>

<ol>
<li>How can I create extensions in HerokuCI?</li>
<li>Is postgis an allowable extension at all in HerokuCI?</li>
</ol>
","heroku,postgis,heroku-postgres,heroku-ci",57495293,57496141
Why does SQLITE create empty sqlite_sequence table?,"<p>I have a database of several tables in which the first field is defined as:</p>

<p>'ID' INTEGER NOT NULL UNIQUE ... PRIMARY_KEY('ID')</p>

<p>I do not use the AUTOINCREMENT keyword for any of these tables yet my db contains an empty sqlite_sequence table which I cannot delete. Inserting records into these tables with a NULL value for the ID field generates default incremental values for the ID fields but does not populate or update the sqlite_sequence table. Is there any way I can reset the last inserted rowid value to 0 for these tables?</p>
","sqlite,auto-increment",57375197,0
How to create tappable url/phone number in SwiftUI,"<p>I would like to display a phone number in a SwiftUI Text (or any View), and then make it clickable so that it will open the 'Phone'.</p>

<p>Is there a way to do this with SwiftUI, or should I try to wrap a UITextView in SwiftUI and do it the old-fashioned way with NSAttributed string etc?</p>

<p>I've read the documentation for Text in SwiftUI, and couldn't find anything about how to do this. Currently trying to do this in Xcode 11 beta 5.</p>

<p>I've searched 'text' in the SwiftUI API in SwiftUI.h </p>

<p>I've also searched stackoverflow [swiftui] and google with queries like ""make phone number/url tappable"", ""Tappable link/url swiftUI"" etc.. </p>

<pre class=""lang-swift prettyprint-override""><code>Text(""123-456-7890"")
    .onTapGesture {
    // do something here
}

</code></pre>

<p>(text will be Japanese phone number)</p>
",swiftui,57582653,57596204
CPU usage gets higher as more WebRTC peers are added?,"<p>I'm streaming video/audio from a server with an electron app to get the desktop. When one user is connected CPU usage on both cores is 30-50%. As more users join the usage gets higher, when there were ~6 users it was a constant 100% on both cores and video quality becomes laggy and poor.</p>

<p>It's like it's encoding the video for each user that joins? How can I make it encode once and send that stream to everyone? That's my only guess as to why cpu usage would get so much higher anyway, maybe I'm wrong about why. Thank you for any help you can give! I'm open to other ways of doing this as well, as only the server needs to send video out.</p>

<p>Getting the video and audio:</p>

<pre><code>function getAudio(audioID){
    navigator.mediaDevices.getUserMedia( { video: false, audio: {deviceId: {exact: audioID},
        autoGainControl: false, channelCount: 2, echoCancellation: false, noiseSuppression: false, sampleRate: 44100, sampleSize: 16 } } )
        .then(function(stream) {
            console.log(""audio got??"");
            var audio = stream.getAudioTracks()[0];
            mediaStream.addTrack(audio);
        })
        .catch(function(err) {
            console.log(err.message);
        });
}

desktopCapturer.getSources({ types: ['screen'] })
.then(async sources =&gt; {
    console.log(sources);
    let constraints2 = {
        audio: false,
        video: {
            mandatory: {
            chromeMediaSource: 'desktop',
            maxWidth: 1280,
            maxHeight: 720
            }
        }
    }

    let constraints3 = {
        frameRate: {max: 24}
    }
    navigator.mediaDevices.getUserMedia(constraints2)
    .then(function(stream){
        mediaStream = stream;
        let track = stream.getVideoTracks()[0];
        track.applyConstraints(constraints3);
        setTimeout(function(){
                getAudio(audioID, 0);
            }, 2000);
    })
    .catch(console.error);

})
.catch(console.error);
</code></pre>

<p>Calling the peers that join:</p>

<pre><code>peer = new Peer(myPeerID, {host: 'selfhostedpeerjs.com', port: 9000, path: '/', key: 'peerjs', config: {'iceServers': [{ url: 'stun:stun.l.google.com:19302' },
    {url:'stun:stun1.l.google.com:19302'},
    {url:'stun:stun2.l.google.com:19302'},
    {url:'stun:stun3.l.google.com:19302'},
    {url:'stun:stun4.l.google.com:19302'} 
    ]}
});

peer.on('open', function(id){
    console.log(""My peer id is: "" + id);
});

peer.on('connection', function(conn)
{
    conn.on('open', function(){
    console.log(""connection opened"");

    var id = conn.peer;
    //conn.send('Hello!');
    console.log(""Trying to call now"");
    var call = peer.call(id, mediaStream);
    call.on('error', function(err){
        console.log('calling error');
        console.log(err);
    })
});
</code></pre>
","node.js,electron,webrtc,peerjs",57641512,0
Could not target platform: &#39;Java SE 11&#39; using tool chain: &#39;JDK 8 (1.8)&#39;,"<p>Trying to deploy my app to heroku, but it keeps failing with the error:
Could not target platform: 'Java SE 11' using tool chain: 'JDK 8 (1.8)'</p>

<p>I have my JAVA_HOME,JAVA_PATH,and so on.. set up, i have an image of all of them here, i think they are correct. If i check java -version, and javac -version, they both show java 11.</p>

<p>I also tried putting to the root folder a system.properties.txt file and also instead of .txt a .gradle file with java.runtime.version=11   inside it.</p>

<p>Also i have this in my build.gradle:</p>

<pre><code>sourceCompatibility = JavaVersion.VERSION_11
targetCompatibility = JavaVersion.VERSION_11
</code></pre>

<p>But it keeps installing jdk8 at the start of the deploy(git push heroku master) like this:</p>

<pre><code>Gradle app detected
remote: -----&gt; Spring Boot detected
remote: -----&gt; Installing JDK 1.8... done
remote: -----&gt; Building Gradle app...
remote: -----&gt; executing ./gradlew build -x test
remote:        Downloading https://services.gradle.org/distributions/gradle-5.4.1-all.zip
</code></pre>

<p>here are the Images of the deploy failing and the environmental variables that are set up.</p>

<p><a href=""https://i.stack.imgur.com/N4AoL.jpg"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/N4AoL.jpg"" alt=""enter image description here""></a>
<a href=""https://i.stack.imgur.com/ITJgx.jpg"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/ITJgx.jpg"" alt=""enter image description here""></a></p>

<p>I have been with this problem for a week now, i think i tried all, but i would be really greatful if someone could help me with this. Thank you!</p>
","spring-boot,heroku",57514259,0
Can You Consistently Keep Track of Column Labels Using Sklearn&#39;s Transformer API?,"<p>This seems like a very important issue for this library, and so far I don't see a decisive answer, although it seems like for the most part, the answer is 'No.'</p>

<p>Right now, any method that uses the <code>transformer</code> api in <code>sklearn</code> returns a <code>numpy</code> array as its results.  Usually this is fine, but if you're chaining together a multi-step process that expands or reduces the number of columns, not having a clean way to track how they relate to the original column labels makes it difficult to use this section of the library to its fullest.</p>

<p>As an example, here's a snippet that I just recently used, where the inability to map new columns to the ones originally in the dataset was a big drawback:</p>

<pre><code>numeric_columns = train.select_dtypes(include=np.number).columns.tolist()
cat_columns     = train.select_dtypes(include=np.object).columns.tolist()

numeric_pipeline = make_pipeline(SimpleImputer(strategy='median'), StandardScaler())
cat_pipeline     = make_pipeline(SimpleImputer(strategy='most_frequent'), OneHotEncoder())

transformers = [
('num', numeric_pipeline, numeric_columns),
('cat', cat_pipeline, cat_columns)
]

combined_pipe = ColumnTransformer(transformers)

train_clean = combined_pipe.fit_transform(train)

test_clean  = combined_pipe.transform(test)
</code></pre>

<p>In this example I split up my dataset using the <code>ColumnTransformer</code> and then added additional columns using the <code>OneHotEncoder</code>, so my arrangement of columns is not the same as what I started out with.  </p>

<p>I could easily have different arrangements if I used different modules that use the same API.  <code>OrdinalEncoer</code>, <code>select_k_best</code>, etc.  </p>

<p>If you're doing multi-step transformations, is there a way to consistently see how your new columns relate to your original dataset?</p>

<p>There's an extensive discussion about it <a href=""https://github.com/scikit-learn/scikit-learn/issues/5523"" rel=""noreferrer"">here</a>, but I don't think anything has been finalized yet.</p>
","python,pandas,scikit-learn",57528350,57534118
How do we change Wireless Bluetooth Radio Power Management Programmatically C#,"<p>I am having problem with app that uses an external bluetooth device. When device is idle for some time Windows Turn the power to the bluetooth radio. When i uncheck Under Power Management Tab Of the Bluetooth Radio [Allow the computer to turn off this device to save power.]  It works. See Image.
Same needed to be achieved from C# code. This need to be done from Win7 onwards. 
<a href=""https://i.stack.imgur.com/hqFIJ.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/hqFIJ.png"" alt=""Power Management Option""></a>
I am not familiar with power management option with windows c#. What are my options here? Is there a event or WMI class i can consume ? </p>

<p>I should be able to change these settings when my WPF app running. And restore it while closing.</p>
","c#,wpf,bluetooth,windows-7,power-management",57620672,57650961
protoc-gen-go: program not found or is not executable,"<p>I am trying to build a sample app with go grpc but I am unable to generate the code using ""protoc""</p>

<p>Have installed the required libraries/go packages using:</p>

<ol>
<li>go get -u google.golang.org/grpc</li>
<li>go get -u github.com/golang/protobuf/protoc-gen-go</li>
</ol>

<p>Have tried setting the path as well but no luck.</p>

<p>Sample ""proto"" file:</p>

<pre><code>syntax = ""proto3"";

package greet;
option go_package=""greetpb"";

service GreetService{}
</code></pre>

<p>Error Message: 
""protoc-gen-go: program not found or is not executable
--go_out: protoc-gen-go: Plugin failed with status code 1.""</p>
","go,protocol-buffers,grpc,proto,protoc",57700860,57730314
How to add VAT in Stripe Checkout?,"<p>I'm using Stripe Checkout to create a subscription in Stripe Billing. Checkout also auto creates the Stripe customer object.</p>

<p>How can I add right right VAT rate based on where the customer is based? The customer should be able to see the price both including and excluding VAT/GST both in the checkout session itself and on the invoice.</p>

<p>The ""create subscription"" API call allows you to set the field ""default_tax_rates"" which sounds like what I need, but the problem is that with Stripe Checkout the subscription (and the customer object) are created automatically by Stripe Checkout so I cannot explicitly pass parameters to these creation calls.</p>

<p>I know how to calculate the VAT rate and I don't want to integrate with another third party vendor just for tax, so I'm not looking for something like Quaderno or Taxamo.</p>

<p>How do people solve this problem? I'm starting to think that maybe I should have integrated with Chargebee instead of Stripe :-(</p>
","stripe-payments,tax",57521050,0
