Question Title,Question,Tags,Question_User_Id,Answer_User_Id
creating image dataset for DC GAN,"<p>I'm definitely in over my head with this one. I've been playing around with Tensorflow's assorted image genorator tutorials and its great, but I get stuck when I try to use my own image dataset for the DC GAN tutorial. MNIST works great, as does the celeb faces. But when I built my own folder structure nothing I can do imports the images to use. Here's where I'm at thus far:</p>
<pre><code>#IMPORT PHOTOS
import pathlib
data_dir = &quot;/Users/..../PATTERNS&quot;
data_dir = pathlib.Path(data_dir)



train_images = tf.keras.preprocessing.image_dataset_from_directory(
    data_dir,
    labels=&quot;inferred&quot;,
    label_mode=&quot;int&quot;,
    class_names=None,
    color_mode=&quot;rgb&quot;,
    batch_size=32,
    image_size=(100, 100),
    shuffle=True,
    seed=None,
    validation_split=None,
    subset=None,
    interpolation=&quot;bilinear&quot;,
    follow_links=False,
    )

# up until this point everything works

BUFFER_SIZE = 60000
BATCH_SIZE = 256

train_images = train_images.reshape(train_images.shape[0], 28, 28, 1).astype('float32')
train_images = (train_images - 127.5) / 127.5 # Normalize the images to [-1, 1]


# Batch and shuffle the data
train_dataset = tf.data.Dataset.from_tensor_slices(dataset).shuffle(BUFFER_SIZE).batch(BATCH_SIZE)
</code></pre>
<p>then I get the error message:
AttributeError: 'BatchDataset' object has no attribute 'reshape'</p>
<p>I've tried a handful of other tutorials and done a ton of googling, but no answers yet. Any help would be greatly appreciated. Thanks!</p>
","python,tensorflow,image-processing,dataset,dcgan",63386767,0
Xtext grammar Expression for text = &quot;text&quot;,"<p>I need to parse a text in the below format:</p>
<pre class=""lang-java prettyprint-override""><code>text = &quot;text&quot; text &quot;text&quot; ............   
</code></pre>
<p>What terminal rule do I need to write to solve this scenario?</p>
<p>Below is my text file:</p>
<pre class=""lang-java prettyprint-override""><code>//grammar com.provar.eclipse.xtext.TestExpression with org.eclipse.xtext.xbase.annotations.XbaseWithAnnotations
grammar com.provar.eclipse.xtext.TestExpression with org.eclipse.xtext.common.Terminals

generate testExpression &quot;http://www.provar.com/xtext/TestExpression&quot;
//import 'http://www.eclipse.org/xtext/xbase/Xbase' as xbase

TestExpression:
    (body+=TopLevelElement)*
    ;

TopLevelElement returns Expression:
    FreeText | Expression 
    ;

Literal returns Expression:
    ValueLiteral
    ;
    
ValueLiteral returns Expression
    : BooleanLiteral 
    | RealLiteral  // must be placed before IntegerLiteral
    | IntegerLiteral 
    | NullLiteral 
    | StringLiteral
    ;   
        
BooleanLiteral returns Expression : 
    {BooleanLiteral} value = BooleanValue
    ;
    
IntegerLiteral returns Expression: 
    {IntegerLiteral} value= RadixIntValue
    ;
    
StringLiteral returns Expression: 
    {StringLiteral} value = STRING
    ;
    
RealLiteral returns Expression:
    {RealLiteral} value = RealValue
    ;
    
// Note: NullLiteral has a java null value as its value
NullLiteral returns Expression:
    {NullLiteral} &quot;null&quot;
    ;
    
//RegexpLiteral:
//  pattern = REGULAR_EXPR
//  ;
//  
//SimplePatternLiteral:
//  pattern = SIMPLE_PATTERN
//  ;
    
// Has conversion rule
BooleanValue: (&quot;true&quot; | &quot;false&quot; );

// Has conversion rule
RealValue: REAL ;

// Has conversion rule that handles decimal, octal, and hexadecimal values but returns an Integer
IntValue: INT | HEX ;

// Has conversion rule that handles decimal, octal, and hexadecimal values with radix
RadixIntValue: INT | HEX ;

FreeText returns Expression:
    {FreeText} value = FREE_TEXT;


ParanthesizedExpression returns Expression: 
    '(' Expression ')'
    ;   

// All expressions except variable and value definitions     
Expression returns Expression
    : OrExpression 
    ;

OrExpression returns Expression:
    AndExpression ({BinaryOpExpression.leftExpr=current} functionName=(&quot;or&quot; | &quot;OR&quot;) rightExpr=AndExpression)*
    ;
    
AndExpression returns Expression :
      RelationalExpression ({BinaryOpExpression.leftExpr=current} functionName=(&quot;and&quot; | &quot;AND&quot;) rightExpr=RelationalExpression)*
    ;

RelationalExpression returns Expression :
    AdditiveExpression ({BinaryOpExpression.leftExpr=current} 
        functionName=RelationalOperator rightExpr=AdditiveExpression)*
    ;

AdditiveExpression returns Expression :
    MultiplicativeExpression ({BinaryOpExpression.leftExpr=current} functionName=(&quot;+&quot; | &quot;-&quot;) rightExpr=MultiplicativeExpression)*
    ;

MultiplicativeExpression returns Expression :
    ConcatenateExpression ({BinaryOpExpression.leftExpr=current} functionName=(&quot;*&quot; | &quot;/&quot; | &quot;%&quot;) rightExpr=ConcatenateExpression)*
    ;

ConcatenateExpression returns Expression :
    CallExpression ({BinaryOpExpression.leftExpr=current} functionName=(&quot;&amp;&quot;) rightExpr=CallExpression)*
    ;

CallExpression returns Expression: 
    PrimaryExpression ({FunctionCall.name = current} &quot;(&quot; (parameterList = ParameterList)? &quot;)&quot;)*
    ;

PrimaryExpression returns Expression:
    Literal
    | ParanthesizedExpression
    //| CallExpression
    | ToplevelVariableAccess
    ;


ToplevelVariableAccess returns Expression:
    &quot;$&quot; QualifiedVariableAccess {ToplevelVariableAccess.qualifiedVariableAccess=current}
    | QualifiedVariableAccess
;

QualifiedVariableAccess returns Expression:
    {QualifiedVariableAccess} paths += FilteredVariableAccess (&quot;.&quot; paths += FilteredVariableAccess)*
    //{QualifiedVariableAccess} paths += FilteredVariableAccess+
    //FilteredVariableAccess ({QualifiedVariableAccess.parentVariable=current} '.' childVariable=FilteredVariableAccess)*
;

FilteredVariableAccess returns Expression:
    SimpleVariableAccess ({FilteredVariableAccess.parentVariable=current} '[' filter=Expression ']')*
;

SimpleVariableAccess returns Expression:
    {SimpleVariableAccess} name = VALID_ID
;

ParameterList returns Expression: 
    parameters += Parameter (&quot;,&quot; parameters += Parameter)*
    ;
    
Parameter returns Expression: 
    expr = Expression 
    ;


RelationalOperator 
    : &quot;=&quot; | &quot;!=&quot; | &quot;&lt;&gt;&quot;
    | &quot;&gt;=&quot; | &quot;&lt;=&quot; | &quot;&gt;&quot; | &quot;&lt;&quot;
    | &quot;~&quot; | &quot;!~&quot;
    ;

REAL hidden(): INT '.' (EXT_INT | INT); // INT ? '.' (EXT_INT | INT);

terminal EXT_INT: INT ('e'|'E')('-'|'+') INT;   

terminal FREE_TEXT:
    '}' ( '\\{' | !('{') )* ('{');
    
    
terminal VALID_ID:
    ('a'..'z'|'A'..'Z'|'_') ('a'..'z'|'A'..'Z'|'_'|'0'..'9')*;
    
terminal HEX:
    ('0x'|'0X') ('0'..'9'|'a'..'f'|'A'..'F'|'_')+ 
    ('#' (('b'|'B')('i'|'I') | ('l'|'L')))?;
</code></pre>
","java,parsing,eclipse-rcp,xtext,mwe",63469179,0
Unable to connect to the server: dial tcp 127.0.0.1:45451: connectex: No connection could be made because the target machine actively refused it,"<p>I am a newbie to Kubernetes and trying to set up a cluster that runs Cassandra in my local machine. I have used kind to create a cluster that was successful. After that when I try to run <em><code>kubectl cluster-info</code></em>, I am getting the below error:</p>
<p><em><code>Unable to connect to the server: dial tcp 127.0.0.1:45451: connectex: No connection could be made because the target machine actively refused it.</code></em></p>
<p>On <em><code>docker container ls</code></em>, I could see the control-plane running on the container using the port as below:</p>
<pre class=""lang-sh prettyprint-override""><code>CONTAINER ID        IMAGE                  COMMAND                  CREATED             STATUS              PORTS                       NAMES
1c4b6101b8ff        kindest/node:v1.18.2   &quot;/usr/local/bin/entr&quot;   3 hours ago         Up 2 hours          127.0.0.1:45451-&gt;6443/tcp   kind-cassandra-control-plane
625fee22e0e6        kindest/node:v1.18.2   &quot;/usr/local/bin/entr&quot;   3 hours ago         Up 2 hours                                      kind-cassandra-worker
</code></pre>
<p>Am able to view the config file by executing <em><code>kubectl config view</code></em> as below, which confirms the kubectl is able to read the correct config file:</p>
<pre class=""lang-yaml prettyprint-override""><code>apiVersion: v1
clusters:
- cluster:
    certificate-authority-data: DATA+OMITTED
    server: https://127.0.0.1:45451
  name: kind-kind-cassandra
contexts:
- context:
    cluster: kind-kind-cassandra
    user: kind-kind-cassandra
  name: kind-kind-cassandra
current-context: kind-kind-cassandra
kind: Config
preferences: {}
users:
- name: kind-kind-cassandra
  user:
    client-certificate-data: REDACTED
    client-key-data: REDACTED
</code></pre>
<p><strong>UPDATE:</strong></p>
<p>When I run <em><code>netstat</code></em>, I could see below as the active connections on 127.0.0.1</p>
<pre><code> TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:2869
 TCP    127.0.0.1:5354
 TCP    127.0.0.1:5354
 TCP    127.0.0.1:27015
 TCP    127.0.0.1:49157
 TCP    127.0.0.1:49158
 TCP    127.0.0.1:49174
</code></pre>
<p>Any help is really appreciated. TIA</p>
","kubernetes,cassandra,datastax",63541797,0
While importing from keras_squeezenet import squeezenet I am getting import error,"<p>While importing I am getting this error</p>
<pre><code>ImportError                               Traceback (most recent call last)
&lt;ipython-input-30-5f3b3ff11ebd&gt; in &lt;module&gt;
      5 import os
      6 from tensorflow.keras.utils import to_categorical
----&gt; 7 from keras_squeezenet import squeezenet

~\Anaconda3\envs\python3.7-TF2.0\lib\site-packages\keras_squeezenet\__init__.py in &lt;module&gt;
----&gt; 1 from keras_squeezenet.squeezenet import SqueezeNet
      2 from keras_squeezenet.version import __version__

~\Anaconda3\envs\python3.7-TF2.0\lib\site-packages\keras_squeezenet\squeezenet.py in &lt;module&gt;
----&gt; 1 from keras.applications.imagenet_utils import _obtain_input_shape
      2 from keras import backend as K
      3 from keras.layers import Input, Convolution2D, MaxPooling2D, Activation, concatenate, Dropout, warnings
      4 from keras.layers import GlobalAveragePooling2D, GlobalMaxPooling2D
      5 from keras.models import Model

ImportError: cannot import name '_obtain_input_shape' from 'keras.applications.imagenet_utils'
</code></pre>
<p>I am using Tensorflow version 2.0.0 and keras version 2.2.4-tf</p>
<p>Could I import SqueezeNet model through tf.keras or any other resemblance to it?</p>
","python,keras,tensorflow2.0",63318302,0
Cake.build error : &quot;The underlying connection was closed: An unexpected error occurred on a send&quot;,"<p>I am facing an issue when trying to run build cake file in powershell.</p>
<p><a href=""https://i.stack.imgur.com/tRIyB.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/tRIyB.png"" alt=""enter image description here"" /></a></p>
<ul>
<li>The first line of build.cake file is: <code>#addin &quot;nuget:?package=Cake.SemVer&amp;version=1.0.14&quot;</code></li>
<li>The version in /tools/packages.config is <code>&lt;package id=&quot;Cake&quot; version=&quot;0.21.1&quot; /&gt;</code></li>
</ul>
<p>Here is the link with the  <a href=""https://github.com/cziemba1/cake"" rel=""nofollow noreferrer"">full script</a></p>
<p>This is the same for Jenkins and as localhost.</p>
<p>In the response I see those lines too:
Downloading and installing Roslyn...
Installing packages (using <a href=""https://packages.nuget.org/api/v2"" rel=""nofollow noreferrer"">https://packages.nuget.org/api/v2</a>)...</p>
<p>I am not sure if Roslyn requires this dowload, or the step that informs Downloading and installing Roslyn... it is already over and Installing packages is the next step.</p>
<p>I tried updating the cake and semver version. And it runs ok:</p>
<pre><code>build.cake
#addin &quot;nuget:?package=Cake.SemVer&amp;version=4.0.0&quot;
#addin &quot;nuget:?package=semver&amp;version=2.0.6&quot;

packages.config
&lt;?xml version=&quot;1.0&quot; encoding=&quot;utf-8&quot;?&gt;
&lt;packages&gt;
    &lt;package id=&quot;Cake&quot; version=&quot;0.38.4&quot; /&gt;
&lt;/packages&gt;
</code></pre>
<p>But in the result of build, I do not see, for example, &quot;Downloading and installing Roslyn...&quot;, so I am not sure if it worked properly:
<a href=""https://i.stack.imgur.com/uoIC6.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/uoIC6.png"" alt=""enter image description here"" /></a></p>
<p><a href=""https://i.stack.imgur.com/mSek8.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/mSek8.png"" alt=""enter image description here"" /></a></p>
<p>Thank you for your help</p>
",".net,powershell,jenkins,build,cakebuild",63378594,63383215
VS Code is Unable to Find My Image Assets in My Directory,"<p><strong>Hey there, appreciate you stopping by!</strong></p>
<p>I've got an issue with VS Code. I am trying to make the jump from PyCharm to VS Code so I could use their plugins, however, when I tried running my code in VS Studio (That used to work perfectly fine in Pycharm), I encounter an error.</p>
<p>That error being that Vs Studio code, for some reason, is unable to find the images I stored in my directory. below is all relevant code as well as the error message found.</p>
<pre><code># Importing relevant modules
import tkinter as tk
import sqlite3
from tkinter import messagebox
from PIL import ImageTk, Image

# Class for the Main Window
class masterWindow:
    # Function for initialising the Master Window
    def __init__(self, master):
        self.master = master
        self.frame = tk.Frame(self.master)
        self.master.title(&quot;HealthSync&quot;)
        self.master.geometry(&quot;500x500&quot;)
        self.master.iconbitmap(&quot;Assets/PLACEHOLDER_LOGO.ico&quot;)   #&lt;----------------------------
        self.master.resizable(width=False, height=False)
        self.app_Logo = ImageTk.PhotoImage(Image.open(&quot;Assets/PLACEHOLDER_LOGO.png&quot;))  #&lt;-----
        self.logo_Label = tk.Label(image=self.app_Logo)
        self.logo_Label.pack()
</code></pre>
<p>Error message:</p>
<pre><code>  Traceback (most recent call last):
  File &quot;c:/Users/User/PycharmProjects/Python_Projects/TKinter Practise/(GROUP 4) 1191102618_Registration.py&quot;, line 150, in &lt;module&gt;
    main()
  File &quot;c:/Users/User/PycharmProjects/Python_Projects/TKinter Practise/(GROUP 4) 1191102618_Registration.py&quot;, line 146, in main
    app = masterWindow(root)
  File &quot;c:/Users/User/PycharmProjects/Python_Projects/TKinter Practise/(GROUP 4) 1191102618_Registration.py&quot;, line 15, in __init__
    self.master.iconbitmap(&quot;Assets/PLACEHOLDER_LOGO.ico&quot;)
  File &quot;C:\python\lib\tkinter\__init__.py&quot;, line 1865, in wm_iconbitmap
    return self.tk.call('wm', 'iconbitmap', self._w, bitmap)
_tkinter.TclError: bitmap &quot;Assets/PLACEHOLDER_LOGO.ico&quot; not defined  #&lt;-----------------------
PS C:\Users\User\PycharmProjects&gt;
</code></pre>
<p>Please note that the assets are in the directory folder written and that it displays perfectly well on PyCharm. This is a straight-up one-to-one code from my Pycharm to my VS Code.</p>
<p>Once again, I appreciate you stopping by and thank you for any assistance. Please message below regarding any clarifications needed, but do keep in mind I am a programming student and in no way an industry professional just yet</p>
","python,visual-studio,tkinter,visual-studio-code,pycharm",63595858,0
How to persist formik form values if navigate to other screen in React Native,"<p>I am working on app where I am using formik form, it working fine but I face one issue when I open camera and take a picture when get back the form filled lost . I want to keep all values persist if I open camera etc . I really tried hard but didn't find any solution . Could someone please help me how to resolve this issue.</p>
<p>Thanks</p>
<pre class=""lang-html prettyprint-override""><code>    &lt;Form
      initialValues={{ username: &quot;&quot;, email: '' }}
      onSubmit={handleSubmit}
      key={Math.random()}
    &gt;
    
      &lt;FormField
        autoCapitalize=&quot;none&quot;
        autoCorrect={false}
        icon=&quot;account&quot;
        keyboardType=&quot;email-address&quot;
        name=&quot;username&quot;
        placeholder=&quot;Username&quot;
        textContentType=&quot;emailAddress&quot;
        maxLength={20}
        style={{ width: &quot;100%&quot; }}
      /&gt;
    
      &lt;ListItemSeparator /&gt;
    
      &lt;View style={{ marginVertical: 20 }}&gt;
        &lt;&gt;
          &lt;MaterialCommunityIcons name=&quot;camera&quot; size={40} color=&quot;#666&quot; onPress={() =&gt; cameraToggle(true)} /&gt;
    
          &lt;Image resizeMode=&quot;cover&quot; source={{ uri: camerBinaryImage &amp;&amp; camerBinaryImage.uri }} style={{ height: Object.keys(camerBinaryImage).length &gt; 0 ? 300 : 0, width: Object.keys(camerBinaryImage).length &gt; 0 ? 300 : 0 }} /&gt;
        &lt;/&gt;
      &lt;/View&gt;
    
    
      &lt;ListItemSeparator /&gt;
      &lt;AppText style={styles.slugTitle}&gt;Email&lt;/AppText&gt;
    
      &lt;ListItemSeparator /&gt;
      &lt;FormField
        autoCapitalize=&quot;none&quot;
        autoCorrect={false}
        keyboardType=&quot;email-address&quot;
        comment={true}
        name=&quot;email&quot;
        placeholder=&quot;Email&quot;
        textContentType=&quot;emailAddress&quot;
        style={{ width: &quot;100%&quot; }}
      /&gt;
    
    &lt;/Form&gt;
</code></pre>
","javascript,reactjs,react-native,ecmascript-6,formik",63624474,0
An equivalent function to matplotlib.mlab.bivariate_normal,"<p>As of Matplotlib 3.1, mlab.bivariate_normal is removed from matplotlib's library. I was wondering if there is a built-in class that does the same job elsewhere (or in matplotlib)? I searched for a bit but can't find it readily.</p>
<p>I realize that one can just copy the function <a href=""https://github.com/matplotlib/matplotlib/blob/81e8154dbba54ac1607b21b22984cabf7a6598fa/lib/matplotlib/mlab.py#L1866"" rel=""nofollow noreferrer"">here</a> and use it but I was wondering if there is a built-in function that one can call.</p>
","python,matplotlib,matplotlib.mlab",63623170,0
Incorrect datetime conversion from America/New_York time to UTC and back to America/New_York,"<p>I am trying to convert time from America/New York to UTC and then converting it back to the New York time. But I get different results while doing with this with <code>pytz</code>.</p>
<p>I am doing this:</p>
<pre class=""lang-py prettyprint-override""><code>new_date = parser.parse(&quot;May 4, 2021&quot;)
new_date = new_date.replace(tzinfo=pytz.timezone(&quot;America/New_York&quot;))
date = new_date.astimezone(pytz.timezone(&quot;UTC&quot;))     
</code></pre>
<p>Output:</p>
<pre class=""lang-py prettyprint-override""><code>datetime.datetime(2021, 5, 4, 4, 56, tzinfo=&lt;UTC&gt;)
</code></pre>
<p>When I try to reconvert it back to the
New York time I get this:</p>
<pre><code>date.astimezone(pytz.timezone(&quot;America/New_York&quot;))
</code></pre>
<p>I get:</p>
<pre><code>datetime.datetime(2021, 5, 4, 0, 56, tzinfo=&lt;DstTzInfo 'America/New_York' EDT-1 day, 20:00:00 DST&gt;)
</code></pre>
<p>My Question is why there is 56 minute difference and what can be done to prevent this?</p>
","python,datetime",63595789,63598369
Understanding Memory Usage by PyTorch DataLoader Workers,"<p>When running a PyTorch training program with <code>num_workers=32</code> for <code>DataLoader</code>, <code>htop</code> shows 33 python process each with 32 GB  of <code>VIRT</code> and 15 GB of <code>RES</code>.</p>
<p>Does this mean that the PyTorch training is using 33 processes X 15 GB = 495 GB of memory? <code>htop</code> shows only about 50 GB of RAM and 20 GB of swap is being used on the entire machine with 128 GB of RAM. So, how do we explain the discrepancy?</p>
<p>Is there a more accurate way of calculating the total amount of RAM being used by the main PyTorch program and all its child DataLoader worker processes?</p>
<p>Thank you</p>
","python,python-3.x,ubuntu,deep-learning,pytorch",63522955,0
