Question Title,Question,Tags,Question_User_Id,Answer_User_Id
PHP 7.4.2 [extension] build errors on Windows,"<p>I am using a package(SAP RFC Connector) for some time now that is retrieved from here <a href=""https://github.com/gkralik/php7-sapnwrfc"" rel=""nofollow noreferrer"">https://github.com/gkralik/php7-sapnwrfc</a></p>

<p>The package is working as expected on all PHP versions until 7.4.2 with source build.</p>

<p>I've built the <strong>php_sapnwrfc.dll</strong> from source with both <strong>VS2015</strong> and <strong>VS2019</strong> but I am unable to get it working due to these errors, that I am unable to solve.</p>

<p>For building, I've used this procedure:</p>

<ol>
<li><a href=""https://gkralik.github.io/php7-sapnwrfc/building.html#building-on-windows"" rel=""nofollow noreferrer"">https://gkralik.github.io/php7-sapnwrfc/building.html#building-on-windows</a></li>
<li><a href=""https://wiki.php.net/internals/windows/stepbystepbuild_sdk_2"" rel=""nofollow noreferrer"">https://wiki.php.net/internals/windows/stepbystepbuild_sdk_2</a></li>
</ol>

<p>Is there someone out there that knows how to solve this?</p>

<p>With <strong>VS2019</strong> I got this error but no one knows what it means, especially the warning with the <strong>core number.</strong></p>

<pre><code>Warning: PHP Startup:
Can't load module 'C:/ownprograms/wamp/bin/php/php7.4.2/ext/php_sapnwrfc.dll' as it's linked with 14.24, but the core is linked with 14.16 in Unknown on line 0
</code></pre>

<p>With <strong>VS2015</strong> I got this error but this is due to compiler.</p>

<pre><code>[17-Feb-2020 10:48:43 UTC] PHP Warning:  PHP Startup: sapnwrfc: Unable to initialize module
Module compiled with build ID=API20190902,TS,VS16
PHP    compiled with build ID=API20190902,TS,VC15
These options need to match
</code></pre>

<p>PHP version: <strong>7.4.2 TS</strong></p>

<p>Any help would be appreciated.</p>
","php,windows,sap,visual-studio-2019,saprfc",60282802,60301215
Face detection with back camera is not working properly using camera2 API,"<p>I am using camre2 api for face detection. This is working fine for the front camera but it is not working with the back camera.
Can anyone please proved face detection matrix for the back camera</p>

<p>Front camera face detection matrix is</p>

<pre><code> if (facing == CameraCharacteristics.LENS_FACING_FRONT) {


                        StreamConfigurationMap map = mCameraCharacteristics.get(
                                CameraCharacteristics.SCALER_STREAM_CONFIGURATION_MAP);
                        if (map == null) {
                            continue;
                        }

                        // For still image captures, we use the largest available size.
                        Size largest = Collections.max(
                                Arrays.asList(map.getOutputSizes(ImageFormat.JPEG)),
                                new CompareSizesByArea());
                        /*maxImages = mCameraCharacteristics.get(
                                CameraCharacteristics.STATISTICS_INFO_MAX_FACE_COUNT);*/
                        mImageReader = ImageReader.newInstance(largest.getWidth(), largest.getHeight(),
                                ImageFormat.JPEG, 1);
                        mImageReader.setOnImageAvailableListener(
                                mOnImageAvailableListener, mBackgroundHandler);

                        // Find out if we need to swap dimension to get the preview size relative to sensor
                        // coordinate.
                        int displayRotation = this.getWindowManager().getDefaultDisplay().getRotation();
                        //noinspection ConstantConditions
                        mSensorOrientation = mCameraCharacteristics.get(CameraCharacteristics.SENSOR_ORIENTATION);
                        mSwappedDimensions = false;

                        switch (displayRotation) {
                            case Surface.ROTATION_0:
                            case Surface.ROTATION_180:
                                if (mSensorOrientation == 90 || mSensorOrientation == 270) {
                                    mSwappedDimensions = true;
                                }
                                break;
                            case Surface.ROTATION_90:
                            case Surface.ROTATION_270:
                                if (mSensorOrientation == 0 || mSensorOrientation == 180) {
                                    mSwappedDimensions = true;
                                }
                                break;
                            default:
                                Log.e(TAG, ""Display rotation is invalid: "" + displayRotation);
                        }

                        Point displaySize = new Point();
                        this.getWindowManager().getDefaultDisplay().getSize(displaySize);
                        int rotatedPreviewWidth = width;
                        int rotatedPreviewHeight = height;
                        int maxPreviewWidth = displaySize.x;
                        int maxPreviewHeight = displaySize.y;

                        if (mSwappedDimensions) {
                            rotatedPreviewWidth = height;
                            rotatedPreviewHeight = width;
                            maxPreviewWidth = displaySize.y;
                            maxPreviewHeight = displaySize.x;
                        }

                        if (maxPreviewWidth &gt; MAX_PREVIEW_WIDTH) {
                            maxPreviewWidth = MAX_PREVIEW_WIDTH;
                        }

                        if (maxPreviewHeight &gt; MAX_PREVIEW_HEIGHT) {
                            maxPreviewHeight = MAX_PREVIEW_HEIGHT;
                        }

                        // Danger, W.R.! Attempting to use too large a preview size could  exceed the camera
                        // bus' bandwidth limitation, resulting in gorgeous previews but the storage of
                        // garbage capture data.
                        mPreviewSize = chooseOptimalSize(map.getOutputSizes(SurfaceTexture.class),
                                rotatedPreviewWidth, rotatedPreviewHeight, maxPreviewWidth,
                                maxPreviewHeight, largest);

                        // We fit the aspect ratio of TextureView to the size of preview we picked.
                        int orientation = getResources().getConfiguration().orientation;
                        if (orientation == Configuration.ORIENTATION_LANDSCAPE) {
                            textureView.setAspectRatio(
                                    mPreviewSize.getWidth(), mPreviewSize.getHeight());
                        } else {
                            textureView.setAspectRatio(
                                    mPreviewSize.getHeight(), mPreviewSize.getWidth());
                        }

                        // Check if the flash is supported.
                        Boolean available = mCameraCharacteristics.get(CameraCharacteristics.FLASH_INFO_AVAILABLE);
                        FlashSupported = available == null ? false : available;

                        this.cameraId = ""0"";

                        int orientationOffset = mCameraCharacteristics.get(CameraCharacteristics.SENSOR_ORIENTATION);
                        Rect activeArraySizeRect = mCameraCharacteristics.get(CameraCharacteristics.SENSOR_INFO_ACTIVE_ARRAY_SIZE);

                        // Face Detection Matrix
                        mFaceDetectionMatrix = new Matrix();
                        // TODO - I guess that is not enough if we have a landscape layout too...
                        mFaceDetectionMatrix.setRotate(orientationOffset);

                        Log.i(""Test"", ""activeArraySizeRect1: ("" + activeArraySizeRect + "") -&gt; "" + activeArraySizeRect.width() + "", "" + activeArraySizeRect.height());
                        Log.i(""Test"", ""activeArraySizeRect2: "" + mPreviewSize.getWidth() + "", "" + mPreviewSize.getHeight());
                        float s1 = mPreviewSize.getWidth() / (float)activeArraySizeRect.width();
                        float s2 = mPreviewSize.getHeight() / (float)activeArraySizeRect.height();
                        //float s1 = mOverlayView.getWidth();
                        //float s2 = mOverlayView.getHeight();
                        boolean mirror = true; // we always use front face camera
                        boolean weAreinPortrait = true;
                        mFaceDetectionMatrix.postScale(mirror ? -s1 : s1, s2);
                        if (mSwappedDimensions) {
                            mFaceDetectionMatrix.postTranslate(mPreviewSize.getHeight(), mPreviewSize.getWidth());
                        } else {
                            // TODO - ...

                           // here i am using same code just making mirror 
                           //value false.
                        }

                    }
</code></pre>

<p>This is working fine for front camera. Can any one have solution for back camera face detection matrix.</p>
","java,android",60362857,0
SwiftUI - dismissing keyboard on tapping anywhere in the view - issues with other interactive elements,"<p>I have a <code>TextField</code> and some actionable elements like <code>Button</code>, <code>Picker</code> inside a view. I want to dismiss the keyboard when the use taps outside the <code>TextField</code>. Using the answers in <a href=""https://stackoverflow.com/questions/56491386/how-to-hide-keyboard-when-using-swiftui"">this question</a>, I achieved it. However the problem comes with other actionable items.</p>

<p>When I tap a <code>Button</code>, the action takes place but the keyboard is not dismissed. Same with a <code>Toggle</code> switch.
When I tap on one section of a SegmentedStyle <code>Picker</code>, the keyboard is dimissed but the picker selection doesn't change.</p>

<p>Here is my code. </p>

<pre><code>
struct SampleView: View {

    @State var selected = 0
    @State var textFieldValue = """"

    var body: some View {
        VStack(spacing: 16) {
            TextField(""Enter your name"", text: $textFieldValue)
                .padding(EdgeInsets(top: 8, leading: 16, bottom: 8, trailing: 16))
                .background(Color(UIColor.secondarySystemFill))
                .cornerRadius(4)


            Picker(selection: $selected, label: Text(""""), content: {
                Text(""Word"").tag(0)
                Text(""Phrase"").tag(1)
                Text(""Sentence"").tag(2)
            }).pickerStyle(SegmentedPickerStyle())            

            Button(action: {
                self.textFieldValue = ""button tapped""
            }, label: {
                Text(""Tap to change text"")
            })

        }.padding()
        .onTapGesture(perform: UIApplication.dismissKeyboard)
//        .gesture(TapGesture().onEnded { _ in UIApplication.dismissKeyboard()})
    }
}

public extension UIApplication {

    static func dismissKeyboard() {
        let keyWindow = shared.connectedScenes
                .filter({$0.activationState == .foregroundActive})
                .map({$0 as? UIWindowScene})
                .compactMap({$0})
                .first?.windows
                .filter({$0.isKeyWindow}).first
        keyWindow?.endEditing(true)
    }
}

</code></pre>

<p>As you can see in the code, I tried both options to get the tap gesture and nothing worked.</p>
","ios,swift,swiftui",60348988,0
React navigation v5 getting initialParams prop on Screen,"<p>I have tried many times to get <code>initialParams</code> with <code>this.props.navigation.state.params</code>. It wasn't helpful. Help me please how to get these params.</p>
<pre><code>&lt;Stack.Screen name=&quot;FromMainScreenToSubCats&quot; component={FromMainScreenToSubCats} initialParams={{catId:1 , title:'Filmler'}} /&gt;
</code></pre>
","react-native,react-navigation",60189389,60195525
How do I fix this error &quot;DistributionNotFound: The &#39;zipp&gt;=0.5&#39; distribution was not found and is required by importlib-metadata&quot;?,"<p>I'm tying to create a virtual environment in my mac terminal and I get the following
error. Could you please help me how I can fix this?</p>

<pre><code>hangsunkim@Hangs-MacBook-Pro ~ % virtualenv --system-site-packages -p python3 ./venv
Traceback (most recent call last):
  File ""/usr/local/bin/virtualenv"", line 6, in &lt;module&gt;
    from pkg_resources import load_entry_point
  File ""/System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/pkg_resources/__init__.py"", line 3241, in &lt;module&gt;
    @_call_aside
  File ""/System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/pkg_resources/__init__.py"", line 3225, in _call_aside
    f(*args, **kwargs)
  File ""/System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/pkg_resources/__init__.py"", line 3254, in _initialize_master_working_set
    working_set = WorkingSet._build_master()
  File ""/System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/pkg_resources/__init__.py"", line 585, in _build_master
    return cls._build_from_requirements(__requires__)
  File ""/System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/pkg_resources/__init__.py"", line 598, in _build_from_requirements
    dists = ws.resolve(reqs, Environment())
  File ""/System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/pkg_resources/__init__.py"", line 786, in resolve
    raise DistributionNotFound(req, requirers)
pkg_resources.DistributionNotFound: The 'zipp&gt;=0.5' distribution was not found and is required by importlib-metadata
</code></pre>
",virtual-environment,60416277,0
How to configure Apache NiFi with WSO2 IS for SSO,"<p>I have integrated NiFi with Apache Knox but I'm not getting how to integrate NiFi with WSO2 IS using SAML2. How can I integrate Apache NiFi with <code>WSO2 Identity server</code> using SAML for SSO.</p>
","wso2,apache-nifi,wso2is",60268753,60274254
How to pass Current user to Django_filters ModelChoiceFilter queryset,"<p>How to pass Current user to <a href=""https://django-filter.readthedocs.io/en/master/index.html"" rel=""nofollow noreferrer"">Django_filters</a> <code>ModelChoiceFilter</code> queryset. </p>

<p>I'm trying to filter the <code>ModelChoiceFilter</code> based on the current user , i've used the <code>init</code> method in the filter but it failed:</p>

<p>here is the code I've used :</p>

<p><strong>views.py</strong></p>

<pre class=""lang-py prettyprint-override""><code>def requests_reports(request):
    f = RequestsFilter(request.GET, queryset=LeaveRequest.objects.filter(user=request.user), user=request.user)
    context = {
        'filter': f,
    }
    return render(request, 'requests_reports.html', context)
</code></pre>

<p><strong>forms.py</strong></p>

<pre class=""lang-py prettyprint-override""><code>class RequestsFilter(django_filters.FilterSet):
    def __init__(self, *args, **kwargs):
        self.user = kwargs.pop('user')
        super(RequestsFilter, self).__init__(*args, **kwargs)
        self.fields['employee'].queryset = Employee.objects.filter(user=self.user)

    start_date = DateFilter(field_name='date_time', lookup_expr='gt', widget=forms.TextInput(attrs={'type': 'date'}))
    end_date = DateFilter(field_name='date_time', lookup_expr='lt', widget=forms.TextInput(attrs={'type': 'date'}))

    class Meta:
        model = LeaveRequest
        fields = ['employee', 'type']
</code></pre>

<p>It returns this error : </p>

<pre><code>'RequestsFilter' object has no attribute 'fields'
</code></pre>
","python,django,django-filter",60302773,60380471
Where is the &quot;Sync Project With Gradle Files&quot; option in Android Studio 3.5.3?,"<p>I'm new to Android Studio and I'm having trouble in finding the <strong>""Sync Project With Gradle Files""</strong></p>

<p>option in <strong>Android Studio version 3.5.3</strong>. I'm currently developing applications with Flutter.</p>

<p>I did find out that in the <strong>previous version</strong> of Android Studio (I'm not sure which, sorry!), it seems that the ""Sync Project With Gradle Files"" option can be found by clicking 
<code>File &gt; Sync Project With Gradle Files</code> OR at the toolbar.</p>

<p>(Attached are images regarding previous ""Sync Project With Gradle Files"" locations)</p>

<p><a href=""https://i.stack.imgur.com/Y4u5b.png"" rel=""nofollow noreferrer"">File</a></p>

<p><a href=""https://i.stack.imgur.com/Dilje.png"" rel=""nofollow noreferrer"">toolbar</a></p>

<p>However, I could not find it in my Android Studio version 3.5.3's  <code>File</code> nor at the toolbar. There is no such option. </p>

<blockquote>
  <p>I am sorry if this question has already been answered else where or
  the question is a duplicated one. (This is also my first time posting
  a question in Stack Overflow) I would be very grateful if someone can
  help me with this...thank you in advance</p>
</blockquote>
","android-studio,flutter",60259799,60260062
React Native Navigation React Native CLI Autolinking error,"<h1>Issue Description</h1>

<p>I installed the library via <code>npx react-native link react-native-navigation</code> (and modifying the <code>minSdkVersion</code> in <code>andoid/build.gradle</code>).</p>

<p>When I run npx react-native run-android, the app is built and works fine, though I get the following error in the terminal:</p>

<pre><code>error React Native CLI uses autolinking for native dependencies, but the following modules are linked manually: 
  - react-native-navigation (to unlink run: ""react-native unlink react-native-navigation"")
</code></pre>

<p>Since the lib has been linked manually, I add an entry in the <code>react-native.config.js</code> file to prevent react native to try to autolink the lib, as in:</p>

<pre><code>module.exports = {
    dependencies: {
        'react-native-navigation': {
            platforms: {
                android: null, // disable Android platform, other platforms will still autolink if provided
            },
        }
    }
  };
</code></pre>

<p>Now, the CLI error is not longer shown and the app is successfully built, but I get an error in the emulator:</p>

<pre><code>TypeError: null is not an object (evaluating ""this.nativeCommandsModule.setRoot()"").
</code></pre>

<p>Which comes about at my first <code>Navigation.setRoot(...);</code> call:</p>

<pre><code>[index.js]

const start = () =&gt; {
    Navigation.events().registerAppLaunchedListener(() =&gt; {
        registerScreens();
        gotoInitialising();
        // gotoLogin();
    });
};

start();
</code></pre>

<p>My question is, what extra step should I take to get the lib to work and to not have a React Native CLI error, at the same time.</p>

<h1>Environment</h1>

<p>React Native Navigation version: <code>6.0.1</code>
React Native version: <code>0.61.5</code>
Platform(s) (iOS, Android, or both?): <code>Android</code>
Device info (Simulator/Device? OS version? Debug/Release?): <code>Android emulator API 28 - (emulator version 29.2.1-5889189) - Debug build</code></p>
","android,react-native,react-native-navigation,wix-react-native-navigation",60469828,0
error /node_modules/node-sass: Command failed,"<p>When I tried install vue store front in my local but when I tried ""yarn install"" command I get following error. How can I solve this error? How can I solve this error?</p>

<pre><code>error /var/www/html/vue-storefront/node_modules/node-sass: Command failed.
Exit code: 1
Command: node scripts/build.js
Arguments: 
Directory: /var/www/html/vue-storefront/node_modules/node-sass
Output:
Building: /usr/bin/node /var/www/html/vue-storefront/node_modules/node-gyp/bin/node-gyp.js rebuild --verbose --libsass_ext= --libsass_cflags= --libsass_ldflags= --libsass_library=
gyp info it worked if it ends with ok
gyp verb cli [
gyp verb cli   '/usr/bin/node',
gyp verb cli   '/var/www/html/vue-storefront/node_modules/node-gyp/bin/node-gyp.js',
gyp verb cli   'rebuild',
gyp verb cli   '--verbose',
gyp verb cli   '--libsass_ext=',
gyp verb cli   '--libsass_cflags=',
gyp verb cli   '--libsass_ldflags=',
gyp verb cli   '--libsass_library='
gyp verb cli ]
gyp info using node-gyp@3.8.0
gyp info using node@13.9.0 | linux | x64
gyp verb command rebuild []
gyp verb command clean []
gyp verb clean removing ""build"" directory
gyp verb command configure []
gyp verb check python checking for Python executable ""/usr/bin/python3.6"" in the PATH
gyp verb `which` succeeded /usr/bin/python3.6 /usr/bin/python3.6
gyp ERR! configure error 
gyp ERR! stack Error: Command failed: /usr/bin/python3.6 -c import sys; print ""%s.%s.%s"" % sys.version_info[:3];
gyp ERR! stack   File ""&lt;string&gt;"", line 1
gyp ERR! stack     import sys; print ""%s.%s.%s"" % sys.version_info[:3];
gyp ERR! stack                                ^
gyp ERR! stack SyntaxError: invalid syntax
gyp ERR! stack 
gyp ERR! stack     at ChildProcess.exithandler (child_process.js:303:12)
gyp ERR! stack     at ChildProcess.emit (events.js:321:20)
gyp ERR! stack     at maybeClose (internal/child_process.js:1026:16)
gyp ERR! stack     at Process.ChildProcess._handle.onexit (internal/child_process.js:286:5)
gyp ERR! System Linux 4.15.0-88-generic
gyp ERR! command ""/usr/bin/node"" ""/var/www/html/vue-storefront/node_modules/node-gyp/bin/node-gyp.js"" ""rebuild"" ""--verbose"" ""--libsass_ext="" ""--libsass_cflags="" ""--libsass_ldflags="" ""--libsass_library=""
gyp ERR! cwd /var/www/html/vue-storefront/node_modules/node-sass
gyp ERR! node -v v13.9.0
</code></pre>
","node.js,vue.js,yarnpkg",60394291,0
